SEX,AGE,YEAR,CREDITS,MAJOR,STUDENT,TEXTBOOKS,SLEEP,STUDY,WEEKSTUDY,PARENTS,SUPER,BLUEARCH,WRECKINGBALL,TUITION,CROSSING,HEADPHONES,HALLWAY,EYECONTACT,BUS,WALKING,COMMUNICATION
M,21,J,15,0,In,200,8,1,7,M,N,N,N,7500,D,S,Y,S,Y,R,D
F,19,S,14,1,In,200,8,5,35,O,Y,Y,N,25000,Y,N,N,N,Y,R,D
F,21,S,14,0,In,200,8,5,35,W,N,Y,N,8000,Y,N,N,S,Y,R,W
F,18,F,14,0,In,200,8,4,28,Mo,N,N,N,9990,Y,N,N,S,N,M,Mo
M,20,S,14,1,In,200,8,3,21,W,N,Y,N,250000,Y,Y,N,Y,Y,L,W
M,18,F,14,0,In,200,8,2,14,W,N,N,N,10000,Y,S,Y,S,Y,I,W
F,18,F,14,1,In,200,8,2,14,O,Y,Y,N,15000,N,S,Y,S,Y,R,D
F,19,S,14,1,In,200,8,2,14,W,Y,N,W,11000,N,S,Y,S,Y,R,W
M,19,So,14,0,In,200,8,2,14,W,Y,N,N,10000,N,Y,Y,S,Y,R,W
F,19,S,14,0,In,200,8,2,14,W,Y,Y,N,13000,N,Y,N,Y,N,R,W
M,20,S,14,1,In,200,8,2,14,M,N,N,Y,15000,Y,Y,N,N,Y,M,D
F,21,J,14,1,In,200,8,2,14,W,N,Y,N,10000,N,Y,Y,N,Y,R,W
F,18,S,13,3,In,200,8,5,35,M,Y,Y,N,22000,Y,S,Y,S,Y,R,D
M,18,F,13,0,In,200,8,2,14,M,Y,Y,N,20000,Y,S,N,S,Y,L,D
F,19,So,12,0,In,200,8,6,42,M,N,Y,N,6000,N,N,Y,S,Y,R,D
M,19,S,12,0,In,200,8,4,28,M,N,Y,N,5000,N,Y,N,Y,N,R,D
F,21,J,12,1,In,200,8,4,28,M,N,Y,N,6000,Y,Y,N,Y,Y,R,D
F,18,So,12,1,In,200,8,3,21,W,N,Y,N,6000,Y,N,N,N,Y,R,W
F,20,F,12,0,O,200,8,2,14,M,N,N,N,5000,Y,Y,Y,Y,Y,R,D
F,31,S,12,3,In,200,8,2,14,M,N,N,W,9000,Y,N,N,N,N,L,D
F,19,F,12,0,In,200,8,1,7,M,N,Y,N,11000,Y,N,Y,N,Y,R,D
M,21,S,12,0,O,200,8,1,7,W,N,N,N,24000,N,Y,Y,S,Y,R,W
F,21,J,6,0,In,200,8,4,28,M,N,N,N,13000,Y,N,Y,S,Y,R,D
F,23,G,4,1,In,200,8,3,21,W,N,Y,Y,15180,N,S,Y,N,N,R,W
M,20,S, ,9,In,200,8,2,14,M,N,N,N,20000,Y,Y,N,S,N,R,D
F,20,J,15,0,O,190,8,2,14,M,Y,N,N,8500,Y,Y,N,S,Y,R,D
M,18,F,15,0,In,189,8,1,7,W,N,Y,N,22000,D,N,N,N,Y,R,W
M,19,F,14,0,In,187,8,4,28,W,Y,Y,N,22000,Y,Y,Y,S,N,R,W
F,20,J,15,1,O,185,8, , ,M,Y,N,N,10000,N,N,Y,N,N,M,D
F,19,So,16,2,In,180,8,3,21,M,N,Y,N,9500,Y,Y,N,N,N,I,D
M,20,So,16,0,In,180,8,2,14,Mo,N,Y,N,6000,Y,N,Y,Y,Y,R,Mo
F,21,S,15,0,In,178,8,4,28,M,N,Y,N,14000,D,N,Y,Y,Y,R,D
M,19,F,15,1,In,175,8,3,21,Mo,N,Y,N,6000,Y,N,Y,Y,Y,R,Mo
F,22,S,15,3,In,175,8,2,14,W,Y,Y,N,5000,N,Y,N,S,N,R,W
M,20,J,15,0,In,175,8,1,7,O,N,N,N,5000,N,Y,N,S,N,R,D
F,18,F,14,0,In,175,8,3,21,M,Y,Y,N,5000,Y,Y,N,N,Y,R,D
M,29,S,9,1,In,175,8,3,21,M,N,N,Y,20000,Y,Y,.,N,N,R,D
M,18,F,16,1,In,170,8,0,0,O,Y,N,N,11000,Y,Y,Y,S,Y,R,D
F,22,S,12,2,In,170,8,2,14,.,.,Y,Y,10000,Y,Y,N,S,Y,R,.
F,19,S,15,1,In,165,8,2,14,W,N,I,N,11000,Y,N,N,S,Y,R,W
F,19,So,17,0,In,160,8,3,21,M,N,Y,N,5000,Y,Y,Y,S,Y,I,D
F,19,F,15,0,In,160,8,5,35,M,N,Y,N,10000,Y,N,N,S,N,R,D
F,21,J,13,2,I,156,8,1,7,W,N,N,N,10000,D,S,N,N,Y,R,W
F,21,S,16,1,In,150,8,2,14,O,N,N,N,5000,Y,S,N,S,Y,I,D
M,21,S,16,0,In,150,8,2,14,M,N,N,N, ,Y,N,N,S,N,R,D
F,18,F,15,1,In,150,8,3,21,O,Y,Y,N,10000,Y,Y,Y,S,N,R,D
M,19,F,15,0,In,150,8,3,21,Mo,Y,Y,N,5000,Y,Y,Y,N,Y,R,Mo
F,19,F,15,1,In,150,8,2,14,W,Y,Y,N,8000,Y,Y,N,S,Y,R,W
F,20,S,14,1,In,150,8,6,42,M,N,N,N,20000,Y,N,Y,N,N,R,D
M,19,F,14,0,In,150,8,5,35,O,Y,Y,N,20000,N,Y,N,N,N,R,D
M,19,F,14,9,In,150,8,5,35,O,N,N,N,23100,Y,Y,N,N,N,R,D
F,18,S,13,3,In,150,8,4,28,M,Y,Y,N,22000,Y,S,N,S,Y,R,D
F,18,S,13,3,In,150,8,3,21,O,Y,Y,N,10000,Y,Y,Y,S,Y,R,D
F,19,F,13,0,In,150,8,2,14,O,N,Y,N,9000,D,S,Y,S,Y,R,D
F,20,S,12,0,In,150,8,5,35,M,Y,Y,N, ,Y,Y,Y,Y,N,R,D
M,25,S,12,1,In,150,8,4,28,W,N,N,Y,6000,Y,Y,N,S,Y,R,W
M,19,So,12,0,In,150,8,2,14,W,Y,Y,N,10000,N,Y,N,N,Y,R,W
F,21,S,9,0,In,150,8,2,14,W,Y,Y,N,4266,Y,S,N,S,Y,R,W
F,21,S,15,1,In,140,8,3,21,M,Y,Y,Y,5000,N,N,N,Y,N,R,D
F,22,S,13,1,In,140,8,2,14,W,N,N,N,8000,N,N,N,S,N,R,W
M,19,J,15,0,In,130,8,5,35,W,N,I,Y,11000,Y,Y,N,S,N,R,W
F,18,F,15,9,O,130,8,3,21,W,Y,I,W,5000,Y,N,N,Y,Y,R,W
F,20,J,14,1,In,130,8,2,14,W,Y,Y,N,6000,N,N,Y,S,Y,R,W
F,23,J,12,2,In,130,8,5,35,W,N,N,N, ,Y,Y,N,S,Y,R,W
F,21,S,13,0,In,122,8,4,28,O,N,N,N,10000,Y,Y,N,S,N,R,D
F,21,S,18,0,In,120,8,8,56,Mo,N,N,N,7500,Y,Y,N,S,Y,R,Mo
F,21,J,16,0,In,120,8,12,84,W,N,Y,N,6000,N,S,N,N,Y,I,W
F,21,J,15,1,O,120,8,3,21,W,Y,Y,N,22000,Y,Y,N,S,Y,R,W
M,20,J,14,0,In,120,8,5,35,W,N,N,N,3000,N,N,N,S,Y,R,W
F,18,F,14,0,In,120,8,2,14,M,Y,Y,N,6000,Y,Y,.,N,Y,I,D
F,19,F,14,0,In,120,8,2,14,O,N,Y,N,6000,Y,Y,Y,Y,Y,M,D
F,19,F,14,9,In,120,8,2,14,W,Y,N,N,6000,N,Y,Y,N,N,M,W
M,22,J,12,0,In,120,8,6,42,M,N,N,N,6000,Y,Y,N,Y,N,R,D
F,18,F,12,9,In,120,8,3,21,O,Y,I,W,24000,Y,S,N,S,Y,I,D
F,19,S,14,0,O,115,8,3,21,O,Y,Y,N,25000,Y,Y,Y,S,Y,R,D
F,21,J,15,0,In,110,8,3,21,W,N,N,N,6000,Y,S,N,S,Y,R,W
F,17,F,4,9,In,110,8,1,7,M,N,I,W, ,Y,S,N,N,N,R,D
M,23,S,18,0,In,100,8,0,0,W,N,N,W,5000,Y,Y,N,N,Y,R,W
F,20,J,17,1,In,100,8,5,35,Mo,N,Y,N,8000,Y,Y,N,Y,Y,R,Mo
M,20,S,17,1,In,100,8,4,28,M,N,N,N,11500,Y,Y,Y,S,N,R,D
F,22,S,17,2,O,100,8,0,0,O,Y,Y,Y,11000,Y,Y,N,Y,Y,R,D
F,20,J,16,1,In,100,8,2,14,Mo,Y,N,N,6000,N,Y,N,S,Y,R,Mo
F,20,J,16,1,In,100,8,2,14,Mo,Y,N,N,6000,N,Y,N,S,Y,R,Mo
F,20,J,16,1,In,100,8,2,14,Mo,Y,N,N,6000,N,Y,N,S,Y,R,Mo
F,20,J,16,1,In,100,8,1,7,Mo,Y,N,N,6000,N,Y,N,S,Y,R,Mo
F,18,F,15,0,In,100,8,6,42,O,Y,Y,N,5500,D,S,N,S,Y,R,D
F,18,F,15,0,In,100,8,5,35,O,Y,Y,N,5000,D,S,N,S,Y,R,D
M,20,J,15,1,In,100,8,3,21,W,N,N,N,5500,Y,S,Y,Y,Y,M,W
M,20,J,15,0,In,100,8,2,14,Mo,N,N,N,10000,Y,S,Y,N,Y,I,Mo
M,21,J,15,0,In,100,8,2,14,M,N,N,N,20000,Y,S,Y,S,Y,R,D
M,20,J,15,0,In,100,8,1,7,O,Y,Y,N,5600,Y,Y,N,S,Y,R,D
F,19,S,14,0,In,100,8,2,14,M,Y,Y,N, ,Y,Y,N,N,Y,R,D
F,18,F,14,0,In,100,8,0,0,O,N,Y,N,5681.5,Y,Y,Y,S,Y,R,D
F,19,S,13,1,In,100,8,4,28,W,Y,Y,N,12000,Y,S,N,S,Y,R,W
F,20,So,12,1,I,100,8,1,7,W,N,N,N,3000,D,Y,N,Y,Y,R,W
M,40,S,3,2,In,100,8,1,7,W,N,N,W,1520,Y,N,N,N,N,R,W
F,18,F,15,9,O,93,8,2,14,W,N,N,N, ,Y,S,N,S,Y,R,W
F,20,J,16,0,In,90,8,7,49,W,N,N,N,10000,Y,N,Y,N,Y,R,W
F,21,S,16,2,In,90,8,4,28,W,N,N,N,8000,Y,N,N,Y,Y,R,W
F,23,S,12,0,In,86,8,12,84,Mo,Y,Y,Y,6000,Y,Y,N,S,Y,I,Mo
M,20,S,15,2,In,80,8,3,21,Mo,Y,N,N,6000,D,Y,Y,N,N,R,Mo
F,19,F,15,0,In,80,8,1,7,W,Y,Y,N,9000,N,Y,Y,Y,Y,R,W
M,20,S,15,2,In,80,8,1,7,W,Y,N,N,6000,Y,Y,Y,N,N,R,W
F,19,S,14,0,In,80,8,4,28,W,Y,Y,N,12000,Y,N,Y,S,Y,R,W
M,20,S,13,3,In,80,8,4,28,M,N,Y,N,6000,Y,N,Y,N,N,R,D
M,19,J,12,2,In,80,8,1,7,Mo,N,Y,Y,4000,N,Y,N,S,Y,L,Mo
F,19,S,12,1,In,80,8,0,0,O,Y,Y,W,10000,D,Y,Y,Y,Y,I,D
F,22,S,6,1,In,80,8,2.5,17.5,W,Y,Y,Y,7500,Y,Y,N,S,Y,R,W
M,26,G,4,1,In,80,8,2,14,W,Y,N,N,550,N,N,N,N,N,R,W
M,22,S,3,1,In,80,8,2,14,M,N,N,N,11000,Y,N,N,O,Y,R,D
F,21,J,15,0,In,79,8,4,28,W,N,N,N,14000,N,N,N,N,Y,R,W
M,20,J,15,0,In,75,8,4,28,M,N,Y,N,6500,Y,N,N,S,N,R,D
M,20,So,15,1,In,75,8,3,21,Mo,Y,Y,N,10000,D,Y,N,S,Y,R,Mo
F,20,J,15,1,In,75,8,3,21,W,N,N,N,22000,Y,N,N,S,N,R,W
F,19,S,14,0,In,75,8,4,28,M,Y,Y,N,12000,Y,Y,N,N,Y,I,D
F,18,F,14,1,In,75,8,1,7,M,Y,Y,N,4500,D,S,N,Y,Y,R,D
M,24,S,5,2,In,75,8,3.5,24.5,M,Y,Y,N,12000,D,S,N,S,N,R,D
F,21,J,15,1,In,70,8,5,35,M,Y,Y,Y,10000,Y,Y,Y,S,Y,R,D
F,20,J,12,1,In,70,8,5,35,W,N,N,N,11000,Y,Y,Y,N,N,R,W
F,18,F,15,0,O,67,8,3,21,W,Y,Y,N,16000,N,Y,N,N,N,L,W
M,21,S,12,0,In,65,8,0,0,M,N,N,N,22000,N,Y,Y,N,Y,R,D
F,20,J,15,0,In,60,8,5,35,O,N,Y,N,12000,Y,Y,N,S,Y,R,D
M,36,S,12,0,In,60,8,4,28,Mo,N,N,N,9000,D,N,N,S,N,R,Mo
M,21,S,15,1,In,55,8,2,14,W,N,N,Y,5000,D,S,Y,S,Y,R,W
M,22,S,20,0,O,50,8,1,7,W,N,N,Y, ,Y,Y,Y,S,Y,R,W
M,22,S,15,0,In,50,8,4,28,W,N,N,Y,16000,Y,S,Y,S,N,I,W
F,20,J,15,1,In,50,8,2,14,M,N,Y,N,7000,Y,N,N,S,N,R,D
F,22,S,12,3,In,50,8,3,21,Mo,N,Y,N,14000,Y,N,N,N,Y,R,Mo
M,23,J,12,2,In,50,8,0,0,M,Y,Y,N,14500,Y,Y,Y,N,Y,I,D
M,24,S,6,0,In,50,8,3,21,M,N,N,N,13000,Y,S,N,N,N,R,D
F,33,S,3,2,In,50,8,1,7,O,N,N,N,6000,Y,N,N,S,N,R,D
F,30,J,16,2,In,45,8,4,28,W,N,Y,N,6000,Y,S,Y,Y,Y,R,W
F,20,J,6,0,O,35,8,2,14,O,N,N,N,3000,Y,N,N,S,N,R,D
M,19,S,15,0,In,30,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
M,19,S,15,0,In,30,8,4,28,N,N,Y,N,25000,Y,N,N,Y,Y,R,N
F,19,So,15,0,In,24,8,3,21,W,N,N,N,5000,Y,S,N,S,Y,R,W
F,19,So,10,1,In,13,8,1,7,O,Y,Y,N,12000,Y,S,Y,S,Y,R,D
F,33,G,18,2,In,0,8,4,28,M,N,N,N,12000,D,N,N,N,N,R,D
M,21,S,16,0,In,0,8,2,14,M,Y,N,N, ,N,S,Y,N,N,R,D
F,20,So,15,0,O,0,8,4,28,O,Y,Y,N,10000,D,S,N,N,N,R,D
M,19,S,15,2,In,0,8,2,14,W,N,N,N,21000,Y,Y,Y,S,N,R,W
M,19,S,15,0,In,0,8,1,7,M,Y,Y,N,19000,D,Y,Y,N,Y,R,D
F,21,S,15,0,In,0,8,1,7,O,Y,Y,N,12000,Y,S,N,N,N,L,D
F,21,J,15,0,In,0,8,1,7,W,N,Y,N,57000,Y,S,Y,S,N,R,W
M,24,S,15,0,In,0,8,0,0,Mo,N,N,Y,3000,Y,Y,Y,S,Y,R,Mo
F,20,So,14,1,In,0,8,3,21,W,N,Y,N,20000,D,N,N,N,Y,R,W
M,21,J,14,2,O,0,8,2,14,W,N,Y,N,6500,N,S,N,S,Y,R,W
F,19,So,13,3,In,0,8,1,7,W,N,N,N,15000,D,N,Y,N,Y,R,W
M,20,S,12,1,In,0,8,2,14,W,Y,N,Y, ,Y,Y,Y,N,Y,M,W
M,20,S,12,1,O,0,8,2,14,O,N,N,N,11000,Y,Y,Y,N,Y,R,D
M,20,S,12,0,In,0,8,0,0,M,Y,Y,N,14000,Y,Y,N,Y,N,I,D
F,29,S,7,0,In,0,8,1.5,10.5,O,N,N,N,11000,Y,S,N,N,N,R,D
F,29,S,7,0,In,0,8,1.5,10.5,O,N,N,N,11000,Y,S,N,S,N,R,D
F,29,S,7,0,In,0,8,1.5,10.5,O,N,N,N,11000,Y,S,N,S,N,R,D
M,25,S,6,1,In,0,8,.5,3.5,W,N,N,N, ,Y,N,N,O,N,I,W
M,21,So,3,3,In,0,8,.5,3.5,O,Y,Y,N,12000,Y,Y,.,S,Y,M,D
F,20,So,16,2,In, ,8,2,14,W,Y,Y,Y, ,Y,Y,N,S,Y,I,W
F,19,S,15,2,In, ,8,4,28,W,Y,N,Y,6000,N,Y,Y,O,Y,R,W
M,26,So,15,3,In, ,8,3,21,N,Y,Y,W, ,Y,N,N,N,N,I,N
M,20,J,14,2,In, ,8,0,0,M,N,N,N, ,Y,Y,Y,Y,Y,R,D
F,18,F,12,0,In, ,8,4,28,O,Y,Y,N,20000,Y,Y,N,Y,Y,R,D
F,18,F,12,0,In, ,8,4,28,O,Y,Y,N,20000,Y,Y,N,Y,Y,R,D
M,20,J,16,0,In,630,8,2,14,W,Y,Y,N,10000,N,Y,Y,N,N,R,W
F,22,J,12,1,In,600,8,4,28,W,Y,I,N,15000,Y,N,N,N,Y,R,W
M,19,So,16,2,In,550,8,1,7,W,N,Y,N, ,N,Y,N,N,Y,R,W
F,21,S,19,3,In,500,8,5.5,38.5,W,N,N,N,8000,D,Y,N,N,Y,R,W
F,20,J,13,1,O,500,8,3,21,W,N,N,N,27000,Y,Y,N,S,Y,R,W
F,21,J,14,2,In,475,8,4,28,O,Y,Y,N,23000,N,N,N,Y,Y,M,D
M,21,J,15,1,In,450,8,3,21,W,Y,Y,N, ,Y,S,N,S,N,R,W
F,18,So,15,3,In,400,8,3,21,M,Y,Y,N,6000,Y,N,Y,S,Y,R,D
F,19,So,15,1,In,400,8,3,21,M,N,Y,N,11000,Y,S,N,N,N,I,D
M,19,S,15,1,In,400,8,2.5,17.5,W,Y,Y,N,12000,Y,Y,N,N,Y,R,W
F,18,F,13,0,In,400,8,5,35,M,N,N,N,11000,D,N,N,S,Y,R,D
F,20,J,12,0,In,400,8,2,14,O,N,Y,N,6000,Y,S,Y,S,N,R,D
M,21,S,12,1,In,400,8,1,7,W,N,Y,Y, ,Y,S,N,N,N,R,W
F,18,F,15,0,In,370,8,3.5,24.5,O,Y,Y,N,28000,Y,S,N,S,Y,R,D
M,20,J,15,1,In,370,8,3,21,W,N,N,N,8500,N,N,N,S,N,R,W
F,18,F,15,9,In,350,8,5,35,M,.,.,., ,.,.,.,.,.,.,D
F,18,F,15,0,In,350,8,2,14,M,Y,N,N,6000,Y,N,N,Y,Y,R,D
F,19,S,15,0,In,320,8,2.5,17.5,W,Y,Y,N,10000,Y,S,N,N,Y,L,W
F,20,J,15,0,In,308,8,3.5,24.5,M,Y,Y,W, ,N,N,N,N,N,R,D
F,21,J,17,1,O,300,8,2,14,W,N,N,N,10000,Y,N,N,Y,Y,R,W
F,20,J,16,3,In,300,8,2,14,W,N,N,N,21000,D,N,N,N,N,R,W
M,19,So,15,1,In,300,8,2,14,O,N,N,N,11520,N,Y,N,N,N,R,D
M,20,S,15,1,In,300,8,2,14,W,Y,Y,N,23000,Y,S,N,N,N,R,W
F,19,F,13,0,In,300,8,4,28,M,N,Y,N,11400,Y,S,Y,N,Y,R,D
F,20,S,12,1,In,300,8,3,21,O,N,N,N,12000,N,N,N,N,Y,R,D
F,22,S,12,2,In,300,8,2.5,17.5,O,N,N,N,18000,Y,N,N,Y,N,R,D
M,21,S,12,1,In,260,8,4,28,W,Y,Y,Y,10000,Y,N,Y,S,Y,M,W
F,18,F,16,0,In,250,8,3,21,O,Y,Y,N,6000,Y,N,N,N,Y,R,D
M,21,S,15,0,In,250,8,2,14,M,N,N,N,11000,N,S,Y,N,Y,R,D
M,19,So,13,0,In,220,8,2,14,W,N,Y,N,13000,N,Y,N,S,Y,R,W
F,20,So,18,0,O,200,8,4,28,W,N,N,N,9000,Y,N,N,Y,Y,L,W
F,18,F,14,0,In,200,8,5.5,38.5,M,N,N,N,12000,Y,N,N,S,Y,R,D
F,37,S,14,2,In,200,8,4,28,M,N,N,N,13000,D,N,N,N,N,R,D
F,18,F,13,9,In,200,8,2.5,17.5,M,Y,Y,N,10000,Y,S,N,S,N,R,D
M,19,So,16,1,In,180,8,2.5,17.5,Mo,N,N,Y,9000,Y,S,N,N,Y,R,Mo
F,21,J,12,2,In,175,8,3,21,W,Y,Y,N,19000,Y,S,N,S,Y,R,W
M,20,J,15,0,In,168,8,1,7,W,Y,Y,N,6500,Y,N,N,S,Y,R,W
M,19,F,15,0,In,160,8,1,7,W,N,Y,N,10000,N,Y,Y,S,N,R,W
F,18,F,15,0,In,150,8,4.5,31.5,W,N,Y,N,5800,Y,S,N,N,N,R,W
F,19,S,12,1,In,150,8,4,28,M,Y,Y,N,15000,D,N,N,S,Y,R,D
F,21,S,12,1,In,150,8,2,14,W,N,Y,Y,12000,Y,N,Y,N,Y,R,W
F,18,F,15,0,In,145,8,2,14,W,Y,Y,N,6000,Y,S,Y,S,Y,R,W
F,21,S,15,0,In,130,8,2,14,M,N,Y,Y,10000,N,Y,N,N,Y,R,D
F,21,J,15,0,In,120,8,4,28,Mo,Y,N,N,5000,Y,S,N,N,Y,R,Mo
M,19,So,12,0,I,110,8,1.5,10.5,W,N,N,N,6000,N,Y,Y,N,Y,R,W
M,19,So,15,0,.,100,8,2,14,W,N,N,N,8000,D,Y,N,S,Y,R,W
F,19,S,14,0,In,100,8,2.5,17.5,M,N,Y,N,10000,D,N,Y,S,Y,R,D
F,35,F,13,0,In,100,8,4.5,31.5,N,N,I,N,10000,Y,N,N,N,Y,R,N
F,20,J,15,0,In,91,8,5,35,W,N,Y,Y,14000,Y,Y,N,S,Y,R,W
M,23,S,10,3,In,85,8,4,28,M,Y,Y,N,6000,Y,Y,N,N,N,R,D
M,23,S,10,3,In,80,8,6,42,M,Y,Y,N,7000,Y,Y,N,N,N,R,D
M,19,F,14,0,In,70,8,5,35,O,Y,Y,N,13000,Y,S,Y,S,Y,R,D
M,21,S,15,0,In,63.25,8,4,28,W,N,N,Y,21000,Y,N,N,N,Y,R,W
M,23,S,12,1,In,60,8,1.5,10.5,W,N,N,Y,3500,Y,Y,Y,N,Y,R,W
M,19,F,16,0,In,50,8,6,42,Mo,N,Y,N,9000,N,N,N,N,N,R,Mo
M,21,J,15,0,In,0,8,2.5,17.5,O,Y,N,N,6500,N,S,N,N,N,R,D
F,21,S,15,1,In,0,8,1.5,10.5,M,Y,Y,Y,6000,Y,N,Y,N,N,R,D
M,24,S,15,2,In,1200,7,3,21,M,N,N,N,24000,Y,Y,Y,N,Y,I,D
M,21,J,18,1,In,1100,7,3,21,M,N,N,N,27000,N,Y,Y,Y,Y,R,D
F,21,S,19,0,In,1000,7,4,28,O,N,Y,Y,12000,Y,Y,N,S,Y,R,D
F,19,S,15,0,In,1000,7,5,35,Mo,N,Y,N,7000,Y,Y,N,S,Y,R,Mo
F,18,S,15,2,In,1000,7,4,28,W,Y,Y,N,20000,Y,Y,Y,Y,N,I,W
M,19,F,15,1,In,1000,7,2,14,W,N,N,N,25000,N,Y,Y,Y,Y,R,W
F,19,F,15,0,In,1000,7,0,0,O,N,N,N,21000,N,Y,Y,Y,Y,L,D
F,19,S,14,2,.,1000,7,4,28,W,.,Y,N, ,D,S,N,S,Y,R,W
F,22,S,15,0,In,900,7,5,35,W,N,I,N,14000,N,S,N,S,.,R,W
M,20,So,15,0,In,860,7,3,21,W,N,N,N,8000,N,Y,Y,N,N,R,W
F,19,S,19,3,O,800,7,6,42,W,Y,Y,N,8000,D,Y,Y,N,Y,R,W
F,19,S,15,0,In,800,7,3,21,W,N,Y,N,11000,Y,N,Y,S,N,R,W
F,21,J,15,0,In,800,7,1,7,O,N,N,N,26000,N,N,N,O,Y,M,D
F,23,S,15,2,In,800,7,1,7,O,N,N,N,11600,Y,Y,N,S,Y,R,D
F,19,S,13,0,In,800,7,3,21,O,N,Y,N, ,N,N,N,N,Y,R,D
M,18,F,14,0,In,780,7,3,21,W,Y,Y,N,10100,N,S,N,S,Y,M,W
M,18,F,16,0,In,700,7,4,28,W,N,Y,N,9000,Y,Y,Y,N,Y,R,W
M,18,F,15,0,In,700,7,6,42,O,N,I,N,6000,D,N,Y,N,Y,R,D
M,19,So,14,2,In,700,7,5,35,O,Y,Y,Y,6000,Y,N,N,N,Y,I,D
F,21,J,13,0,In,700,7,4,28,W,N,Y,N,6000,Y,Y,Y,Y,Y,R,W
M,17,F,15,0,O,650,7,2,14,W,Y,I,W,20000,N,Y,Y,Y,N,M,W
M,25,J,12,2,In,650,7,5,35,Mo,N,I,N,10000,Y,Y,N,O,N,M,Mo
F,22,J,14,1,In,640,7,4,28,W,Y,Y,Y,9000,Y,Y,N,Y,Y,I,W
M,19,S,15,0,In,624.78,7,2,14,W,N,N,N,5500,N,N,N,N,Y,R,W
F,19,S,15,0,In,620,7,5,35,W,Y,Y,Y, ,D,N,Y,Y,Y,R,W
F,19,So,16,3,In,615,7,3,21,M,N,N,N,6000,Y,Y,N,N,Y,R,D
F,20,J,16,1,In,600,7,3,21,M,N,Y,N,22000,Y,N,N,S,Y,R,D
M,18,S,16,0,.,600,7, , ,M,N,I,N,15000,Y,Y,N,N,Y,M,D
M,20,J,15,1,In,600,7,4,28,O,N,N,Y,16000,N,S,Y,S,N,M,D
F,20,J,15,1,In,600,7,4,28,W,N,N,N,20000,D,N,N,S,Y,R,W
M,20,J,15,0,In,600,7,4,28,M,Y,N,N,6000,D,N,N,O,N,R,D
F,18,So,15,0,In,600,7,3,21,W,N,Y,N,8000,Y,N,N,N,Y,R,W
F,18,S,15,0,In,600,7,3,21,W,N,Y,N,8000,Y,N,N,N,Y,R,W
M,18,F,15,9,In,600,7,3,21,W,N,N,N,1300,Y,Y,N,S,N,R,W
F,19,S,15,1,In,600,7,3,21,O,Y,Y,N,25000,D,S,.,S,Y,I,D
F,19,S,15,0,In,600,7,3,21,O,Y,Y,N,21000,Y,N,N,Y,N,M,D
F,18,F,15,0,In,600,7,2.5,17.5,W,N,Y,N,6000,Y,N,N,N,Y,R,W
F,18,F,15,1,In,600,7,2,14,M,Y,Y,N,11600,Y,S,Y,S,Y,R,D
M,19,S,15,1,In,600,7,1,7,W,N,N,N,25000,N,Y,N,S,N,R,W
M,20,J,14,2,In,600,7,10,70,W,N,N,Y,5000,Y,Y,N,O,N,R,W
F,19,S,13,1,In,600,7,3,21,W,Y,Y,N,20000,Y,Y,Y,S,Y,R,W
M,18,F,13,0,In,600,7,1,7,O,N,Y,N,23500,D,N,Y,N,Y,R,D
F,22,G,12,2,In,600,7,10,70,M,N,N,N, ,Y,N,Y,S,N,I,D
M,19,S,12,2,In,600,7,5,35,M,N,N,N,7000,N,Y,Y,S,Y,R,D
M,20,J,12,0,In,600,7,2,14,W,N,N,N,5800,Y,S,N,S,Y,R,W
F,20,J,13,1,In,590,7,2,14,M,N,I,N,13000,Y,N,N,Y,Y,R,D
M,21,J,15,1,In,570,7,2,14,O,N,N,N,18000,Y,Y,N,Y,Y,R,D
M,20,J,16,0,In,560,7,3,21,W,Y,Y,N, ,Y,Y,N,S,Y,R,W
M,20,S,13,0,In,560,7,4,28,O,N,N,N,6500,D,Y,N,O,Y,R,D
F,19,S,16,1,In,550,7,4.5,31.5,M,N,N,N,10000,D,S,Y,N,N,R,D
F,19,J,16,1,In,550,7,4,28,W,Y,N,N,7000,N,Y,N,N,Y,R,W
F,19,S,16,1,In,550,7,3,21,W,N,N,W,13000,Y,Y,Y,N,Y,R,W
F,19,S,15,0,In,550,7,3,21,O,Y,Y,N,24000,Y,S,Y,N,Y,R,D
M,20,J,15,1,In,550,7,3,21,W,N,N,N,12000,Y,S,Y,N,N,R,W
M,21,J,15,1,In,550,7,1,7,M,N,N,N,6000,D,S,Y,S,Y,R,D
F,17,F,13,0,In,537,7,4,28,M,Y,N,N,23500,N,N,N,S,N,R,D
F,19,S,17,0,In,520,7,4,28,W,N,Y,N,12000,Y,Y,N,N,Y,R,W
M,20,S,13,0,In,520,7,2,14,W,N,N,N,10000,Y,Y,Y,S,Y,R,W
F,20,So,15,0,In,515,7,2,14,W,N,N,N,8000,Y,S,N,S,Y,R,W
F,21,J,16,1,In,510,7,3,21,M,Y,Y,N,12000,Y,N,N,N,N,M,D
M,20,J,12,2,In,509,7,4,28,Mo,N,Y,N,6700,Y,N,Y,Y,Y,R,Mo
F,19,S,16,0,In,500,7,3,21,M,N,Y,N, ,Y,S,Y,N,Y,R,D
F,19,S,16,1,In,500,7,3,21,M,Y,I,N,11000,Y,Y,N,N,N,R,D
F,20,So,15,1,In,500,7,8,56,W,N,N,N,11000,N,Y,N,Y,Y,R,W
